#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccpnews.0001a;My [Root.GetTitle], there is dire news from the East! The tyrannical & intolerant [offmap_china.GetShortName] [offmap_china.Ruler.GetTitle], [offmap_china.Ruler.GetDynName], has decreed that our faith is no longer welcome in the Middle Kingdom. Already countless innocent & pious [KCCGetPrimaryPersecutedReligion]s are being jailed, exiled, or worse. Their properties have been seized by the [offmap_china.GetName] and even now the evil [offmap_china.Ruler.GetTitle] is profiting from this heinous act of glorified thievery. Is this the work of [Root.Religion.GetRandomEvilGodNameCap], or could a mere [offmap_china.Ruler.GetManWoman] really be this malevolent?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccpnews.0001b;My [Root.GetTitle], there is news from the East- apparently, the wise & just [offmap_china.GetShortName] [offmap_china.Ruler.GetTitle], [offmap_china.Ruler.GetDynName], has finally realized the danger in allowing [KCCGetPrimaryPersecutedReligion]s to spread unchecked through the Middle Kingdom. Even now, those treacherous [KCCGetPrimaryPersecutedReligion]s are having their no-doubt ill-gotten gains seized and are being evicted from their assuredly stolen lands. Perhaps this is the best time to spread the [Root.Religion.GetName] faith into the Middle Kingdom?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccpnews.0001c;My [Root.GetTitle], there is news from the East- apparently, the wise & just [offmap_china.GetShortName] [offmap_china.Ruler.GetTitle], [offmap_china.Ruler.GetDynName], has finally realized the danger in allowing [KCCGetPrimaryPersecutedReligion]s to spread unchecked through the Middle Kingdom. Even now, those treacherous [KCCGetPrimaryPersecutedReligion]s are having their no-doubt ill-gotten gains seized and are being evicted from their assuredly stolen lands. Now that those vile [KCCGetPrimaryPersecutedReligion]s are no longer whispering poison into [offmap_china.Ruler.GetTitle] [offmap_china.Ruler.GetFirstName]'s ears, the [offmap_china.Ruler.GetTitle] can finally work on spreading our shared [Root.Religion.GetName] faith in the [offmap_china.GetName].;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccpnews.0001a;May the [offmap_china.GetName] feel the wrath of [Root.Religion.GetHighGodNameCap]!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccpnews.0001b;The fate of the [KCCGetPrimaryPersecutedReligion]s in the [offmap_china.GetName] is no concern of ours.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPT_kccpnews.0001c;Good, it was about time!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccpnews.0002a;My [Root.GetTitle], there is dire news from the East! The tyrannical & intolerant [offmap_china.GetShortName] [offmap_china.Ruler.GetTitle], [offmap_china.Ruler.GetDynName], has decreed that our faith is no longer welcome in the Middle Kingdom. Already countless innocent & pious [Root.Religion.GetName]s are being jailed, exiled, or worse. Their properties have been seized by the [offmap_china.GetName] and even now the evil [offmap_china.Ruler.GetTitle] is profiting from this heinous act of glorified thievery. The sole bright spot is that this act of unprovoked cruelty has given the [offmap_china.Ruler.GetTitle] an excuse to purge the [KCCGetCollateralPersecutedReligion]s as well.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccpnews.0002b;My [Root.GetTitle], there is terrible news from the East! In [offmap_china.Ruler.GetHerHis] understandable quest to rid the [offmap_china.GetName] of the immoral [KCCGetPrimaryPersecutedReligion]s, the ignorant [offmap_china.Ruler.GetTitle] [offmap_china.Ruler.GetDynName] has apparently decided that we righteous [KCCGetCollateralPersecutedReligion]s are no different from the [KCCGetPrimaryPersecutedReligion]s! Innocent [KCCGetCollateralPersecutedReligion]s are being rounded up & having their properties seized, all because [offmap_china.Ruler.GetFirstName] saw no difference between us & the [KCCGetPrimaryPersecutedReligion]s.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccpnews.0002c;My [Root.GetTitle], there is news from the East- apparently, the wise & just [offmap_china.GetShortName] [offmap_china.Ruler.GetTitle], [offmap_china.Ruler.GetDynName], has had enough with the trickery of the [KCCGetPrimaryPersecutedReligion]s, and has appropriated their lands- and for good measure, those of the equally untrustworthy [KCCGetCollateralPersecutedReligion]s as well. Perhaps this is the best time to spread the [Root.Religion.GetName] into the Middle Kingdom?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_kccpnews.0002d;My [Root.GetTitle], there is news from the East- apparently, the wise & just [offmap_china.GetShortName] [offmap_china.Ruler.GetTitle], [offmap_china.Ruler.GetDynName], has finally realized the danger in allowing [KCCGetPrimaryPersecutedReligion]s & [KCCGetCollateralPersecutedReligion]s to spread unchecked through the Middle Kingdom. Even now, the depraved & faithless [KCCGetPrimaryPersecutedReligion]s and [KCCGetCollateralPersecutedReligion]s are being deported en masse. It looks like the [offmap_china.GetName] is one step closer to religious purity.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
